,med_age_weight,med_income_weight,month_housing_costs_weight,total_pop,med_age,med_income,month_housing_costs,Against Family/Child,Aggravated Assault,Burglary,Disorderly Conduct,Disturbing the Peace,Driving Under Influence,Drunkeness,Federal Offenses,Forgery/Counterfeit,Fraud/Embezzlement,Gambling,Homicide,Larceny,Liquor Laws,Miscellaneous Other Violations,Moving Traffic Violations,Narcotic Drug Laws,Non-Criminal Detention,Other Assaults,Pre-Delinquency,Prostitution/Allied,Rape,Receive Stolen Property,Robbery,Sex (except rape/prst),Vehicle Theft,Weapon (carry/poss),General Mental Health Program,General Mental Health Resource,Substance Abuse Program
91380,168977.9,182781256.0,9987726.0,4193.0,40.3,43592.0,2382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91381,773490.3999999999,1220102749.0,60285204.0,19740.0,39.183910840932114,61808.64989868288,3053.9617021276595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91383,131300.4,115942464.0,6377448.0,3828.0,34.3,30288.0,1666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91384,1378627.1,1725465980.0,-3639917969120.0,37780.0,36.49092376919005,45671.41291688724,-96345102.41185813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91385,239397.40000000002,226339360.0,11652242.0,5882.0,40.7,38480.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91387,1376497.0,1761745214.0,91645902.0,36936.0,37.26708360407191,47697.23884557072,2481.208089668616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91390,1300843.5,1536299870.0,77812132.0,33148.0,39.243498853626164,46346.68366115603,2347.4155906842043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91392,211715.00000000003,201234450.0,10914500.0,6575.0,32.2,30606.0,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91393,180327.6,161698842.0,10671930.0,5094.0,35.4,31743.0,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91394,239939.69999999998,246690451.0,12847121.0,5593.0,42.9,44107.0,2297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91395,108166.7,89395710.0,6634626.0,3013.0,35.9,29670.0,2202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91396,163422.59999999998,103118310.0,7707424.0,4502.0,36.3,22905.0,1712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91401,2678073.0,2343560758.0,119183689.0,72312.0,37.03497344839031,32409.01590330789,1648.1868707821661,9.0,58.0,17.0,2.0,,50.0,1.0,,5.0,6.0,,1.0,10.0,,102.0,11.0,43.0,,38.0,,16.0,3.0,4.0,17.0,9.0,6.0,20.0,2.0,7.0,
91402,3085624.3,2136507712.0,138656361.0,90141.0,34.23108574344638,23701.84169245959,1538.2163610343794,15.0,83.0,8.0,1.0,,62.0,,,2.0,5.0,,1.0,16.0,,87.0,26.0,51.0,2.0,58.0,,2.0,5.0,3.0,18.0,5.0,45.0,15.0,,2.0,
91403,1585583.3,2328278285.0,95079912.0,39223.0,40.42483491828774,59360.02562272136,2424.08566402366,,18.0,3.0,,,29.0,1.0,,2.0,3.0,,,5.0,,12.0,1.0,8.0,,11.0,,,1.0,,2.0,,,7.0,2.0,1.0,2.0
91404,257006.4,203637088.0,12871379.0,8311.0,30.923643364216097,24502.116231500422,1548.7160389844785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91405,2445282.0,1810942078.0,104174610.0,70779.0,34.54812868223625,25585.866966190537,1471.829356164964,7.0,80.0,16.0,2.0,,103.0,,,8.0,7.0,,4.0,17.0,,89.0,21.0,64.0,1.0,35.0,,46.0,,3.0,17.0,3.0,27.0,25.0,2.0,16.0,
91406,2112173.3,-41390884763.0,-43229943888.0,60506.0,34.90849337255809,-684079.0130400291,-714473.6701814696,4.0,85.0,12.0,,,53.0,,,5.0,8.0,,2.0,9.0,,59.0,11.0,46.0,1.0,45.0,,19.0,5.0,4.0,12.0,3.0,36.0,21.0,2.0,10.0,
91407,257006.4,203637088.0,12871379.0,8311.0,30.923643364216097,24502.116231500422,1548.7160389844785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91408,257006.4,203637088.0,12871379.0,8311.0,30.923643364216097,24502.116231500422,1548.7160389844785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91409,214227.59999999998,196018254.0,9877560.0,6414.0,33.4,30561.0,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91411,1134929.7,967508124.0,50586490.0,31519.0,36.00779529807418,30696.0285542054,1604.9522510231923,3.0,40.0,10.0,,,42.0,,,9.0,7.0,,2.0,13.0,,42.0,15.0,47.0,,19.0,,4.0,1.0,3.0,14.0,3.0,16.0,9.0,1.0,7.0,
91412,80075.1,50624510.0,3330855.0,2243.0,35.7,22570.0,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91413,181629.0,246059245.0,10652685.0,4805.0,37.8,51209.0,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91416,253546.19999999998,270587142.0,12329658.0,5994.0,42.3,45143.0,2057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91423,1899736.5,2740494722.0,111360099.0,46746.0,40.63955204723399,58625.224019167414,2382.2380310614813,1.0,17.0,4.0,,,18.0,,,,3.0,,,20.0,,14.0,1.0,14.0,,9.0,,,1.0,,6.0,1.0,3.0,6.0,,1.0,
91426,268538.4,368651400.0,18155787.0,5889.0,45.6,62600.0,3083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91436,637496.6,980397603.0,43513563.0,14469.0,44.05947888589398,67758.49077337756,3007.364918100767,1.0,9.0,3.0,,,7.0,,1.0,1.0,,,1.0,1.0,,8.0,2.0,4.0,1.0,6.0,,,,,5.0,2.0,4.0,2.0,1.0,1.0,
91470,104791.5,79684245.0,4704120.0,3285.0,31.9,24257.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91482,104791.5,79684245.0,4704120.0,3285.0,31.9,24257.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91495,181629.0,246059245.0,10652685.0,4805.0,37.8,51209.0,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91496,181629.0,246059245.0,10652685.0,4805.0,37.8,51209.0,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91501,1213717.0,1162674198.0,62070312.0,28365.0,42.78924731182796,40989.747858276045,2188.2711792702275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91502,1422400.9000000001,1354381547.0,62296400.0,36341.0,39.14038964255249,37268.692303458905,1714.218100767728,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
91504,1274751.7,1264434136.0,68162644.0,31339.0,40.67620855802674,40346.98414116596,2175.010179010179,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
91505,2443986.7,2445092491.0,113028607.0,59804.0,40.866609256905896,40885.09950839409,1889.9840646110629,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
91506,1340092.4,1414848364.0,59899258.0,32384.0,41.381311758893276,43689.73456027668,1849.6559412055335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91507,152242.8,181829940.0,7358988.0,3516.0,43.3,51715.0,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91508,236108.40000000002,237243936.0,13328700.0,6924.0,34.1,34264.0,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91510,152242.8,181829940.0,7358988.0,3516.0,43.3,51715.0,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91521,270856.39999999997,288193596.0,11955864.0,5966.0,45.39999999999999,48306.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91601,1285206.2,1228290578.0,58627712.0,34697.0,37.04084502982967,35400.483557656284,1689.7055076807794,4.0,83.0,20.0,1.0,,28.0,,,,7.0,,2.0,17.0,,88.0,8.0,16.0,,46.0,1.0,4.0,1.0,2.0,21.0,8.0,14.0,13.0,,,
91602,835814.8,932816592.0,39995513.0,21532.0,38.817332342559915,43322.33847297046,1857.4917796767602,3.0,19.0,6.0,,,12.0,,,2.0,2.0,,,2.0,,17.0,1.0,15.0,,9.0,,,,,4.0,,6.0,1.0,,,
91604,1452989.1,1999033915.0,84036920.0,33919.0,42.837026445355114,58935.52035732185,2477.5765794982162,,15.0,6.0,1.0,,12.0,,1.0,,3.0,,1.0,8.0,,34.0,1.0,7.0,,22.0,,,,,9.0,4.0,10.0,4.0,,,
91605,2993663.9,2068393991.0,131516009.0,83290.0,35.94265698163045,24833.64138552047,1579.013194861328,8.0,85.0,13.0,1.0,,76.0,,,2.0,7.0,,2.0,23.0,,99.0,18.0,40.0,,48.0,,4.0,2.0,1.0,17.0,3.0,34.0,18.0,1.0,,
91606,3111975.0,2432767747.0,130880558.0,84473.0,36.83987783078617,28799.353012205083,1549.3774105335433,5.0,66.0,12.0,,1.0,31.0,1.0,,2.0,6.0,,1.0,15.0,,72.0,7.0,22.0,,37.0,,1.0,2.0,,9.0,3.0,24.0,13.0,1.0,8.0,
91607,1185934.1,1237387356.0,54131771.0,31101.0,38.13170316067008,39786.09549532169,1740.515449663998,1.0,22.0,4.0,1.0,,7.0,,,,2.0,,1.0,9.0,,17.0,3.0,3.0,,7.0,,1.0,,,4.0,2.0,6.0,1.0,,,
91608,171398.5,255263221.0,12431100.0,3767.0,45.5,67763.0,3300.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
91609,172601.0,121248556.0,7788924.0,4862.0,35.5,24938.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91611,172601.0,121248556.0,7788924.0,4862.0,35.5,24938.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91612,172601.0,121248556.0,7788924.0,4862.0,35.5,24938.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91615,163045.5,115123524.0,7517961.0,4467.0,36.5,25772.0,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91617,187577.5,212918750.0,9431125.0,5225.0,35.9,40750.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91702,1922190.2,1517028198.0,94304759.0,57058.0,33.688355708226716,26587.475866661993,1652.7876721932068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
91705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91706,2750157.0,1889833945.0,117398917.0,76346.0,36.02228014565269,24753.542359783092,1537.7219107746314,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0
91709,266022.39999999997,221148934.0,11228758.0,5938.0,44.8,37243.0,1891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91710,111142.0,93308264.0,5830400.0,3644.0,30.5,25606.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91711,1250627.1,1143314424.0,64382122.0,31052.0,40.275251191549664,36819.348963029755,2073.364743011722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91722,2378335.5,1992566459.0,107295365.0,63829.0,37.26104905293832,31217.25953720096,1680.9814504378887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
91723,699900.4,544108570.0,29476871.0,18597.0,37.63512394472227,29257.86793568855,1585.0336613432273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
91724,2144304.3,1847084438.0,101460489.0,52131.0,41.13299764055936,35431.59421457482,1946.2601714910513,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0,
91730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91731,2106404.4,1336043131.0,80230827.0,57456.0,36.661173767752715,23253.326562935115,1396.3872702589808,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,
91732,2233147.6,1384309826.0,90115416.0,64724.0,34.502620357209075,21387.89051974538,1392.3029479018603,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,
91733,931994.7,603776099.0,34229351.0,25915.0,35.963523056145085,23298.32525564345,1320.8316033185413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
91734,182276.80000000002,124243808.0,8350248.0,6158.0,29.6,20176.0,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91740,1716243.0,1622954918.0,85699385.0,45806.0,37.467646159891714,35431.05527660132,1870.920512596603,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,
91741,1320420.3,1257041158.0,63852959.0,30786.0,42.89028454492302,40831.58442149029,2074.0907880205286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91744,3820954.5,2921314548.0,172600218.0,105131.0,36.34469851899059,27787.375255633448,1641.763304829213,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,
91745,2602739.7,2142031496.0,113343649.0,61942.0,42.018980659326466,34581.2452939847,1829.8351522391915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91746,1865717.8,1434455189.0,77985544.0,46564.0,40.06781633880251,30806.098896142943,1674.8033674082983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91748,1792215.9000000001,1391521925.0,75843137.0,40494.0,44.258801303896874,34363.656961525165,1872.9475230898404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
91750,1612257.4,1562154694.0,74818068.0,37125.0,43.427808754208755,42078.240915824914,2015.301494949495,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,
91754,2434814.4,1622163075.0,82915740.0,57541.0,42.3144262352062,28191.43002380911,1440.9853843346484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
91755,1317268.7000000002,683868055.0,45927385.0,29909.0,44.0425524089739,22864.95887525494,1535.570731218028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91756,174276.0,104932280.0,6344800.0,4120.0,42.3,25469.0,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91765,2356719.0,2306180968.0,118161854.0,54086.0,43.57354953222645,42639.14817143069,2184.703139444588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91766,2124177.1,1620781011.0,95880475.0,60970.0,34.83970969329179,26583.25423979006,1572.584467771035,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,
91767,1562031.7,1221485807.0,72369981.0,47917.0,32.598695661247575,25491.700377736503,1510.3195316902143,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,
91768,1694098.5,1335328400.0,-1370590819502.0,51254.0,33.05300074140555,26053.154875717017,-26741148.388457485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
91769,135729.0,109565750.0,7124630.0,4570.0,29.7,23975.0,1559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91770,2573434.4,1496604452.0,91071161.0,63891.0,40.278511840478316,23424.339140097978,1425.4145497800941,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,
91771,156629.19999999998,106593916.0,6519045.0,4303.0,36.4,24772.0,1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91772,156629.19999999998,106593916.0,6519045.0,4303.0,36.4,24772.0,1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91773,2709416.6,2456839599.0,124756595.0,64468.0,42.02730967301607,38109.443429298255,1935.1708599615313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
91775,2135058.4,2064117961.0,103362782.0,48972.0,43.597533284325735,42148.9414563424,2110.6506166789186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91776,2403505.5,1708163962.0,91048708.0,56861.0,42.269842246882746,30041.046798332776,1601.2505583792054,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
91778,134426.69999999998,115209875.0,6087453.0,3643.0,36.9,31625.0,1671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91780,2078817.3,1726404383.0,88088455.0,48703.0,42.68355748105866,35447.598361497236,1808.6864258875223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91786,390020.70000000007,316276483.0,16323745.0,10172.0,38.342577664176176,31092.851258356273,1604.7724144710971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91788,137098.5,117281535.0,7040097.0,3561.0,38.5,32935.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91789,2294228.9,1920546678.0,108819222.0,53602.0,42.80118092608485,35829.7578075445,2030.1336144173724,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
91790,2316089.7,1853102978.0,107884037.0,61955.0,37.38341861028166,29910.466919538376,1741.328980711807,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,
91791,1541011.6,1356551625.0,71739692.0,39672.0,38.84380923573301,34194.182924984874,1808.320528332325,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
91792,1576630.7,1325749341.0,74132540.0,40603.0,38.83039923158387,32651.51198187326,1825.7897199714307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
91793,239719.69999999998,200231669.0,11842028.0,6259.0,38.3,31991.0,1892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91801,2930638.0,2148123018.0,106472379.0,70868.0,41.35347406445786,30311.60774961901,1502.4041739572162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
91802,226339.4,132521960.0,8411718.0,4826.0,46.9,27460.0,1743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91803,2158670.3,1450983957.0,75727177.0,50233.0,42.97315111580037,28885.07469193558,1507.5185037724204,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
91911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
92105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
92301,39041.7,13889642.0,519837.0,719.0,54.3,19318.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93063,205098.4,189620080.0,9538568.0,4264.0,48.1,44470.0,2237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93243,230907.5,211420447.0,9057364.0,6105.0,37.82268632268632,34630.70384930385,1483.597706797707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
93350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
93434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
93510,146015.4,114865448.0,6712528.0,2986.0,48.9,38468.0,2248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
93532,306761.5,278209503.0,11741188.0,7669.0,40.00019559264572,36277.1551701656,1530.9933498500457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93534,2222685.2,1847367840.0,79640631.0,64539.0,34.4394118285068,28624.05429275322,1233.9923302189375,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,1.0
93535,1825793.9,1733761630.0,71729885.0,56629.0,32.241323350226914,30616.144201734092,1266.6634586519274,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,
93536,1748525.5,1565398817.0,-3243938081413.0,45753.0,38.216630603457695,34214.12403558237,-70901101.16086377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
93539,194728.5,168584850.0,7848000.0,4905.0,39.7,34370.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93543,705899.3999999999,553218299.0,27822999.0,19727.0,35.78341359557966,28043.71161352461,1410.401936432301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93544,420012.39999999997,271060710.0,11432134.0,10102.0,41.57715303900218,26832.380716689764,1131.6703623044941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93550,1780812.7,1404731986.0,75142497.0,58067.0,30.668240136394164,24191.5715638831,1294.0654244235109,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,
93551,1150585.5,1282080212.0,52641715.0,29503.0,38.998932311968275,43455.92692268583,1784.2834626987087,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,
93552,849692.3999999999,665292734.0,39552383.0,24663.0,34.452110448850505,26975.336901431292,1603.7133763126951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
93553,458666.0,325140007.0,14209295.0,11799.0,38.87329434697856,27556.573184168148,1204.2795999660989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93560,64519.0,35878236.0,1867506.0,1418.0,45.5,25302.0,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93563,185528.19999999998,108011618.0,4811092.0,3718.0,49.9,29051.0,1294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93584,168700.7,72995657.0,3138422.0,4207.0,40.1,17351.0,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93586,415253.5,400461599.0,16926589.0,11010.0,37.716030881017254,36372.53396911898,1537.3831970935514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93590,128363.3,110190912.0,4915482.0,4381.0,29.3,25152.0,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93591,630425.8999999999,429819266.0,18347515.0,16383.0,38.48049197338704,26235.687358847586,1119.9117988158457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93599,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
